artist,date,genre,style,title,filename,Gender
Giorgio de Chirico,1914,portrait,Metaphysical art,Portrait of Guillaume Apollinaire,94682.jpg,0
Henri Matisse,1910,portrait,Expressionism,Girl with A Black Cat,9472.jpg,0
Zinaida Serebriakova,1932,portrait,Expressionism,Portrait of a Man ,94731.jpg,1
Valentin Serov,1906.0,portrait,Realism,Portrait of Alexander Turchaninov,94766.jpg,0
Enrico Baj,1973.0,portrait,Neo-Dada,Generalessa,94775.jpg,0
Lucian Freud,1948,portrait,Surrealism,Girl with Roses,9478.jpg,0
Patrick Procktor,1967.0,portrait,Pop Art,"Peter, Anguillara",94791.jpg,0
Natalia Goncharova,1916,portrait,Expressionism,"Orange Vendor, Spain",94820.jpg,1
Corneliu Baba,1986.0,portrait,Expressionism,The Mad King (I'm The King),94825.jpg,0
Zinaida Serebriakova,1928,portrait,Expressionism,Portrait of Felicien Qaqaan,94846.jpg,1
George Pemba,1948,portrait,Social Realism,No Work,94854.jpg,0
Nikolay Bogdanov-Belsky,1939,portrait,Impressionism,Kondratiy,94861.jpg,0
Robert Henri,1924.0,portrait,American Realism,Sissy in Yellow,94878.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,Portrait of Jeanne Hebuterne,94886.jpg,0
Pyotr Konchalovsky,1936,portrait,Realism,"Portrait of national artist, a woodcarver, A. Ershov",94909.jpg,0
Lucian Freud,1961,portrait,Expressionism,Head on a Green Sofa,9492.jpg,0
Ilya Mashkov,1909,portrait,Fauvism,Portrait of a Boy in a Coloured Shirt,94921.jpg,0
Boris Kustodiev,1913.0,portrait,Art Nouveau (Modern),Two Merchant's wifes,94952.jpg,0
Lucian Freud,1977,portrait,Expressionism,Final Portrait,94974.jpg,0
Amedeo Modigliani,1915,portrait,Expressionism,Paul Guillaume ,95010.jpg,0
Egon Schiele,1911,portrait,Expressionism,The Brother,95014.jpg,0
Konstantin Yuon,1912,portrait,Post-Impressionism,"Portrait of Boris Yuon, Artist's Son",95084.jpg,0
Amadeo de Souza-Cardoso,1914,portrait,Expressionism,Woman sevant ,95091.jpg,0
Julio Gonzalez,1941,portrait,Cubism,Visage criant a la grande main,95114.jpg,0
Martiros Saryan,1963,portrait,Expressionism,Portrait of Katarine Saryan,95155.jpg,0
Arturo Souto,1932.0,portrait,Expressionism,Harlequin,95171.jpg,0
Lajos Tihanyi,1916.0,portrait,Expressionism,Portrait of a Young Girl,95232.jpg,0
Carlos Saenz de Tejada,1917,portrait,Impressionism,"Girl from back, Luisita",95290.jpg,0
Lucian Freud,1989,portrait,Expressionism,Susie,95337.jpg,0
Salvador Dali,1982,portrait,Surrealism,Velazquez Dying Behind the Window on the Left Side Out of Which a Spoon Projects,95362.jpg,0
David Alfaro Siqueiros,1939,portrait,Surrealism,Ethnography,95365.jpg,0
Rafael Zabaleta,1944.0,portrait,Expressionism,Portrait of seated blonde woman,95372.jpg,0
Amedeo Modigliani,1917,portrait,Expressionism,Marcelle,95377.jpg,0
Salvador Dali,1929,portrait,Surrealism,Portrait of Paul Eluard,95378.jpg,0
Ding Yanyong,1940.0,portrait,Expressionism,Portrait of a Lady,9544.jpg,0
Raphael Kirchner,1917.0,portrait,Art Nouveau (Modern),"Olive Thomas, The Pittsburgh Press",95451.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,Redheaded woman wearing a pendant,95493.jpg,0
David Burliuk,1922,portrait,Post-Impressionism,Japanese Boy,95495.jpg,0
John William Godward,1902,portrait,Neoclassicism,Young Girl Picking Grapes,95508.jpg,0
Lucian Freud,1966,portrait,Expressionism,Michael Andrews and June,95523.jpg,0
Jean Metzinger,1912.0,portrait,Analytical Cubism,Femme au chapeau rose et collier de perles ,95575.jpg,0
Roy Lichtenstein,1963.0,portrait,Pop Art,Woman in bath,95627.jpg,0
Leon Bonnat,1922.0,portrait,Romanticism,Portrait of Monsieur Allard,95632.jpg,0
Alexandre Jacovleff,1931.0,portrait,Expressionism,Turkmen. Khairat ,95652.jpg,0
Laura Knight,1942.0,portrait,Impressionism,George Bernard Shaw,95666.jpg,1
Alexandre Jacovleff,1919.0,portrait,Expressionism,Portrait of a Japanese girl ,95674.jpg,0
George Henry,1906.0,portrait,Impressionism,The Green Hat,95697.jpg,0
Zinaida Serebriakova,1934,portrait,Expressionism,Young Breton ,95740.jpg,1
Lucian Freud,1947,portrait,Surrealism,Girl with a Kitten,95765.jpg,0
Jozsef Rippl-Ronai,1911.0,portrait,Art Nouveau (Modern),Zorka Bányai in a Black Dress,95806.jpg,0
Leon Underwood,1919.0,portrait,Realism,"Captain George Burdon McKean (1888–1926), VC, MC, 14th Battalion Canadian Infantry",95813.jpg,0
Kuzma Petrov-Vodkin,1922,portrait,Symbolism,"Portrait of M.F.Petrova-Vodkina, the artist's wife",95814.jpg,0
Robert Henri,1923.0,portrait,American Realism,Old Spaniard,95818.jpg,0
Briton Riviere,1916.0,portrait,Academicism,"Lancelot Ridley Phelps, Hon. DCL, Provost",9582.jpg,0
Felix Vallotton ,1913,portrait,Magic Realism,The Yellow Sheet,95823.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,Woman with a Red Necklace,95831.jpg,0
Irma Stern,1939.0,portrait,Post-Impressionism,Arab,95872.jpg,1
Sir Lawrence Alma-Tadema,1902,portrait,Romanticism,The Year s at the Spring. All s Right with the World,95891.jpg,0
Louis Soutter,1942.0,portrait,Art Brut,Tête d’Homme,95933.jpg,0
Diego Rivera,1910,portrait,Social Realism,Breton Girl,95961.jpg,0
Konstantin Somov,1910,portrait,Symbolism,Portrait of the Artist M. Dobuzhinsky,95989.jpg,0
Gebre Kristos Desta,1963.0,portrait,Surrealism,Remembering Marga,95991.jpg,0
Vasily Surikov,1915,portrait,Realism,Portrait of M. P. Konchalovsky in childhood,95996.jpg,0
David Burliuk,1910,portrait,Cubo-Futurism,Stonemason,96012.jpg,0
Tsuguharu Foujita,1918.0,portrait,Magic Realism,Deux Enfants,96026.jpg,0
Jean Paul Lemieux,1966.0,portrait,Expressionism,L'Apôtre,96029.jpg,0
Augustus John,1910.0,portrait,Post-Impressionism,Girl Leaning on a Stick,96045.jpg,0
Augustus John,1916.0,portrait,Post-Impressionism,Señora Gandarillas,96051.jpg,0
Raphael Kirchner,1916.0,portrait,Art Nouveau (Modern),Unknown,96063.jpg,0
Richard Hamilton,1968.0,portrait,Pop Art,Marcel Duchamp,96064.jpg,0
Robert Henri,1912.0,portrait,American Realism,"Segovia Girl, Half-Length ",96089.jpg,0
Pyotr Konchalovsky,1951,portrait,Realism,Portrait of writer Vsevolod Vyacheslavovich Ivanov,96102.jpg,0
Juan Gris,1919,portrait,Cubism,Clown,96124.jpg,0
Raphael Kirchner,1901.0,portrait,Art Nouveau (Modern),Portraits of Viennese Ladies,96199.jpg,0
Leon Spilliaert,1913.0,portrait,Symbolism,The Crossing,96215.jpg,0
Pablo Picasso,1954,portrait,Cubism,Portrait of Jacqueline Roque with her hands crossed,9623.jpg,0
George Stefanescu-Ramnic ,1989,portrait,Expressionism,The Princess,96245.jpg,0
Kuzma Petrov-Vodkin,1908,portrait,Post-Impressionism,Portrait of a Woman (Portrait of an Unknown) ,96250.jpg,0
Pablo Picasso,1906,portrait,Expressionism,Portrait of Gertrude Stein,96298.jpg,0
Amedeo Modigliani,1919,portrait,Expressionism,Roger Dutilleul,963.jpg,0
Zinaida Serebriakova,1922,portrait,Art Deco,Portrait of E.I. Zolotarevskii in childhood ,96318.jpg,1
John Lavery,1906.0,portrait,Impressionism,Evelyn Farquhar,96319.jpg,0
Egon Schiele,1910,portrait,Expressionism,Girl with Green Pinafore,96332.jpg,0
Ilya Repin,1913.0,portrait,Realism,Portrait of the artist I.S. Ostroukhov,96336.jpg,0
Francis Picabia,1912,portrait,Cubism,Young Girl,96352.jpg,0
Diego Rivera,1924,portrait,Art Deco,Woman Grinding Maize,96431.jpg,0
Anton Azbe,1905,portrait,Realism,Old woman with a headscarf,9648.jpg,0
Amedeo Modigliani,1916,portrait,Expressionism,Portrait of Moise Kisling,9650.jpg,0
Jean Dupas,1923.0,portrait,Art Deco,Pomone (Mlle Marguerite Grain),96503.jpg,0
Amedeo Modigliani,1919,portrait,Expressionism,Girl with a polka-dot blouse,9651.jpg,0
Rafael Zabaleta,1933.0,portrait,Expressionism,Portrait of two girls,96527.jpg,0
Raphael Kirchner,1916.0,portrait,Art Nouveau (Modern),Friolerie,96529.jpg,0
Pablo Picasso,1948,portrait,Surrealism,Woman sitting in an armchair,96539.jpg,0
Fairfield Porter,1966.0,portrait,Contemporary Realism,The Mirror,96575.jpg,0
Zinaida Serebriakova,1931,portrait,Expressionism,Merchant vegetables. Nice ,96588.jpg,1
Amedeo Modigliani,1918,portrait,Expressionism,Jeanne Hebuterne,96614.jpg,0
Georgios Jakobides,1902,portrait,Realism,Portrait of Young Girl,96627.jpg,0
Pablo Picasso,1942,portrait,Surrealism,Bust of a woman,96633.jpg,0
Raphael Kirchner,1916.0,portrait,Art Nouveau (Modern),"Girl Scout, New York Tribune",96647.jpg,0
Marie Laurencin,1918.0,portrait,Expressionism,Girl's Head,96657.jpg,1
Christian Schad,1934.0,portrait,Magic Realism,Isabella ,96683.jpg,0
Stanley Spencer,1949,portrait,Neo-Romanticism,Portrait Of Hilda Carline,96686.jpg,0
Robert Henri,1927.0,portrait,American Realism,Portrait of Faith,96689.jpg,0
Egon Schiele,1912,portrait,Expressionism,Hermits,96735.jpg,0
Nikolay Bogdanov-Belsky,1924,portrait,Realism,Portrait of Yanka Kupala,96748.jpg,0
Zinaida Serebriakova,1921,portrait,Expressionism,Portrait of G. I. Teslenko,96788.jpg,1
John William Godward,1907,portrait,Neoclassicism,Grecian Idyll,96797.jpg,0
Amedeo Modigliani,1915,portrait,Expressionism,Woman's Head,96802.jpg,0
Egon Schiele,1912,portrait,Expressionism,Portrait of a Woman,96864.jpg,0
Xu Beihong,1941.0,portrait,Post-Impressionism,The Mother of Zhao Wu. ,96867.jpg,0
Gerard Sekoto,1968,portrait,Expressionism,WOMAN ,96873.jpg,0
Max Slevogt,1917.0,portrait,Impressionism,Portrait of Nina and Wolfgang Slevogt (Children in the Forest),96882.jpg,0
Egon Schiele,1913,portrait,Expressionism,Sitting Woman in a Green Blouse,96889.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,The Pretty Vegetable Vendor,96933.jpg,0
Max Pechstein,1908.0,portrait,Fauvism,Junges Madchen ,96958.jpg,0
Balthus,1937,portrait,Expressionism,Joan Miro and his daughter Dolores,96972.jpg,0
Juan Gris,1923,portrait,Cubism,Pierrot Playing Guitar,96983.jpg,0
Pyotr Konchalovsky,1925,portrait,Post-Impressionism,"Portrait of Natalia Petrovna Konchalovsky, the artist's daughter (in pink dress)",96995.jpg,0
Carlo Carra,1909.0,portrait,Divisionism,Autunno. Ritratto di Emilio Colombo ,97005.jpg,0
Alexej von Jawlensky,1910,portrait,Fauvism,Schokko with Wide-Brimmed Hat,9702.jpg,0
Lajos Tihanyi,1929.0,portrait,Expressionism,Woman in Red with Green Background,97023.jpg,0
Pablo Picasso,1906,portrait,Expressionism,Spaniard,97037.jpg,0
Marie Laurencin,1942.0,portrait,Expressionism,Portrait of André Salmon,97048.jpg,1
Mario Comensoli,1956,portrait,Social Realism,Die Tänzerin,97064.jpg,0
Boris Kustodiev,1909.0,portrait,Realism,Portrait of a Woman (A.V. Rzhevuskaya),97074.jpg,0
May Wilson,1972.0,portrait,Feminist Art,Ridiculous Portrait (Wagon Wheels),97107.jpg,1
Mikhail Vrubel,1904,portrait,Realism,Portrait of Doctor Fiodor Usoltsev,97124.jpg,0
Moise Kisling,1948,portrait,Post-Impressionism,not identified,97189.jpg,0
Anita Malfatti,1916.0,portrait,Post-Impressionism,Uma estudante,97249.jpg,1
Pablo Picasso,1938,portrait,Surrealism,Man with ice-cream cone,97261.jpg,0
Paul Jacoulet,1951.0,portrait,Ukiyo-e,La Gerbe D'Anthurium. Angur,97270.jpg,0
Karoly Ferenczy,1910,portrait,Impressionism,Portrait of Pál Szinyei Merse,97289.jpg,0
David Alfaro Siqueiros,1947,portrait,Expressionism,Portrait of Angelica,97292.jpg,0
Pablo Picasso,1931,portrait,Surrealism,Seated Woman in a Red Armchair,97368.jpg,0
Theophile Steinlen,1920.0,portrait,Realism,Portrait of woman in blue blouse  ,9742.jpg,0
Rik Wouters,1915,portrait,Fauvism,Woman in White,97426.jpg,0
Oskar Kokoschka,1912,portrait,Expressionism,Alma Mahler,97454.jpg,0
Jean Metzinger,1927.0,portrait,Purism,Jeune fille à la partition ,9753.jpg,0
Robert Henri,1917.0,portrait,American Realism,Juanita (also known as Juanita in Blue),9755.jpg,0
Zinaida Serebriakova,1914,portrait,Art Nouveau (Modern),Family Portrait ,97594.jpg,1
Andy Warhol,1977,portrait,Pop Art,Carter Burden (brown),97597.jpg,0
Gerard Sekoto,1955,portrait,Expressionism,WOMEN WITH DOWNCAST EYES ,97607.jpg,0
Jules Perahim,1932,portrait,Surrealism,Portrait of Gherasim Luca,9761.jpg,0
Boris Kustodiev,1907.0,portrait,Realism,Portrait of D.S. Stelletsky,97611.jpg,0
Lucian Freud,1975,portrait,Expressionism,The Painter's Mother Reading,97651.jpg,0
Anita Malfatti,1916.0,portrait,Cubism,A Boba,97712.jpg,1
Irma Stern,1935.0,portrait,Post-Impressionism,Portrait of a young Mpondo,97735.jpg,1
Alphonse Mucha,1903,portrait,Art Nouveau (Modern),Lefevre Utile,97747.jpg,0
Lilla Cabot Perry,1909.0,portrait,Impressionism,By the Brook,97750.jpg,1
Philip de Laszlo,1906.0,portrait,Impressionism,Crown Princess Cecilie of Prussia,97776.jpg,0
Zinaida Serebriakova,1914,portrait,Art Nouveau (Modern),"Portrait of E. Solntseva, sister of artist ",9778.jpg,1
Gustave de Smet,1927.0,portrait,Expressionism,The young captain ,9780.jpg,0
Nicolae Tonitza,1936.0,portrait,Expressionism,Turk Women in Balcic,97809.jpg,0
Pierre-Auguste Renoir,1905,portrait,Impressionism,Gabrielle in a Chemise,97829.jpg,0
Joan Ponc,1950.0,portrait,Expressionism,Arlequin,97840.jpg,0
Mary Cassatt,1903,portrait,Impressionism,"Head of Simone in a Large Plumes Hat, Looking Left",97887.jpg,1
Albert Gleizes,1923.0,portrait,Cubism,Femme au Fauteuil,97910.jpg,0
Boris Kustodiev,1921.0,portrait,Realism,Portrait of D. Kardovsky,97916.jpg,0
Leopold Survage,1927.0,portrait,Cubism,Femme et oiseau,97942.jpg,0
LeRoy Neiman,1994.0,portrait,Pop Art,Frank Sinatra Duets,97984.jpg,0
Pablo Picasso,1936,portrait,Surrealism,Woman with bouquet,97996.jpg,0
Frida Kahlo,1942.0,portrait,Naïve Art (Primitivism),"Portrait of Lucha Maria, A Girl from Tehuacan",98014.jpg,1
Rene Magritte,1961,portrait,Surrealism,Portrait of Stephy Langui,98026.jpg,0
Zinaida Serebriakova,1915,portrait,Art Nouveau (Modern),Portrait of a young Woman,98039.jpg,1
Robert Henri,1915.0,portrait,American Realism,Sammy and His Mother,98059.jpg,0
Diego Rivera,1915,portrait,Cubism,Portrait of Ramon Gomez de la Serna,98084.jpg,0
John Steuart Curry,1932,portrait,Regionalism,Stanley Young,98086.jpg,0
Egon Schiele,1915,portrait,Expressionism,Woman in a Green Blouse and Muff,98142.jpg,0
John William Godward,1908,portrait,Neoclassicism,Atalanta,98165.jpg,0
Amedeo Modigliani,1916,portrait,Expressionism,Portrait of Paul Guillaume,98190.jpg,0
Mykhailo Boichuk,1927,portrait,Modernismo,Portrait of Sedliar,98198.jpg,0
David Burliuk,1938,portrait,Realism,Marusia,98212.jpg,0
Alexej von Jawlensky,1913,portrait,Expressionism,The Blue Mantilla,98241.jpg,0
Kaoru Kawano,1960,portrait,Sōsaku hanga,Fan,98243.jpg,0
Emil Nolde,1913,portrait,Expressionism,Kneeling negro girl,98256.jpg,0
Lucian Freud,1948,portrait,Surrealism,Girl with Leaves,98285.jpg,0
Mario Tozzi,1972,portrait,,Giochi di Donne,98317.jpg,0
Eugene de Blaas,1911,portrait,Academicism,The Flower Girl,98334.jpg,0
John French Sloan,1913,portrait,New Realism,Carol with Red Curls,98352.jpg,0
Konstantin Somov,1907,portrait,Realism,Portrait of Aleksandr  Blok,98367.jpg,0
Vilhelm Lundstrom,1923,portrait,Cubism,Two Sisters,98376.jpg,0
Joan Miro,1938,portrait,Surrealism,Portrait IV,98410.jpg,0
Leon Arthur Tutundjian,1925.0,portrait,Surrealism,Louis Pasteur,98460.jpg,0
Pyotr Konchalovsky,1934,portrait,Post-Impressionism,Portrait of the composer Sergei Prokofiev,98469.jpg,0
Nathan Oliveira,1959,portrait,Neo-Expressionism,Adolescent by the Bed,98494.jpg,0
David Burliuk,1954,portrait,Post-Impressionism,A girl,98514.jpg,0
Lilla Cabot Perry,1915.0,portrait,Impressionism,The Poppy Screen ,98560.jpg,1
Oswaldo Guayasamin,1983.0,portrait,Expressionism,El grito nº 3,98567.jpg,0
Marc Chagall,1914,portrait,Cubism,David,98583.jpg,0
Karoly Ferenczy,1901,portrait,Impressionism,Gipsies,98585.jpg,0
Andy Warhol,1981,portrait,Pop Art,Kimiko,98603.jpg,0
Anders Zorn,1909,portrait,Art Nouveau (Modern),Gustav V,98615.jpg,0
Gustave de Smet,1931.0,portrait,Expressionism,Girl with blue scarf,98627.jpg,0
Salvador Dali,1925,portrait,Post-Impressionism,Seated Monk,98643.jpg,0
Diego Rivera,1909,portrait,Social Realism,Portrait of Angelina Beloff,98680.jpg,0
Paul Klee,1922,portrait,Cubism,Senecio,98683.jpg,0
Leonor Fini,1985,portrait,Magic Realism,Retour de voyage II,98691.jpg,1
Oskar Kokoschka,1909,portrait,Expressionism,Portrait of Lotte Franzos,98717.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,Man with a Pipe (The Notary of Nice),98720.jpg,0
Nicolae Vermont,1930.0,portrait,Impressionism,Gipsy Woman with Red Scarf,98745.jpg,0
Gerard Sekoto,1947,portrait,Expressionism,MRS M D SEKOTO THE ARTIST ,98802.jpg,0
John Bratby,1965.0,portrait,Expressionism,"Caroline Bingham (1938–1998), Biographer and Historian",98805.jpg,0
Alberto Magnelli,1914.0,portrait,Fauvism,The Drunk Man,98824.jpg,0
Valentin Serov,1901.0,portrait,Impressionism,Mika Morozov ,98826.jpg,0
Robert Henri,1909.0,portrait,American Realism,Salome,98852.jpg,0
Henri Matisse,1916,portrait,Post-Impressionism,Portrait of Greta Prozor ,98855.jpg,0
Egon Schiele,1918,portrait,Expressionism,The Art Dealer Guido Arnot,98857.jpg,0
Henri Matisse,1940,portrait,Expressionism,The Romanian Blouse,98858.jpg,0
Valentin Serov,1908.0,portrait,Impressionism,Portrait of Anna Benois,9889.jpg,0
Georges Braque,1911,portrait,Analytical Cubism,Portuguese,98902.jpg,0
Valentin Serov,1911.0,portrait,Impressionism,Portrait of Henrietta Girshman,9891.jpg,0
Paul Delvaux,1945.0,portrait,Surrealism,Lamp ,98950.jpg,0
Pablo Picasso,1932,portrait,Surrealism,Woman in red armchair,98953.jpg,0
Gerard Sekoto,1942,portrait,Expressionism,GIRL WITH ORANGE ,98955.jpg,0
Vasily Surikov,1902,portrait,Realism,Townswoman. Portrait of Alexandra I. Yemelyanova nee Schrader,9898.jpg,0
Pablo Picasso,1908,portrait,Cubism,Queen Isabella,98990.jpg,0
Giorgio de Chirico,1935,portrait,Neo-baroque,Portrait of Isa with black dress,99001.jpg,0
Egon Schiele,1913,portrait,Expressionism,Rufer,99048.jpg,0
Henri Matisse,1909,portrait,Expressionism,Portrait of Pierre Matisse,99069.jpg,0
Robert Henri,1914.0,portrait,American Realism,The Failure of Sylvester ,99121.jpg,0
Boris Kustodiev,1901.0,portrait,Realism,Portrait of a sculptor and painter D.S. Stelletsky,99142.jpg,0
Valentin Serov,1910.0,portrait,Impressionism,Portrait of Sergey Muromtsev,99145.jpg,0
Alice Neel,1955,portrait,Expressionism,Dominican Boys on 108th Street,99146.jpg,1
Pyotr Konchalovsky,1951,portrait,Realism,Portrait of writer Samuil Marshak,99148.jpg,0
Howard Finster,1979.0,portrait,Art Brut,President Harry Truman,99149.jpg,0
Gerard Sekoto,1947,portrait,Expressionism,"THE BLUE BERET, MARY SEKOTO ",99150.jpg,0
Frida Kahlo,1929.0,portrait,Naïve Art (Primitivism),Portrait of Lupe Marín,99164.jpg,1
Giorgio de Chirico,1933,portrait,Neo-baroque,Portrait of Isa,99173.jpg,0
George Stefanescu-Ramnic ,1966,portrait,Figurative Expressionism,Selfportrait ( Il Padrone ),99174.jpg,0
John French Sloan,1913,portrait,New Realism,Rosette,99196.jpg,0
Boris Kustodiev,1907.0,portrait,Realism,Boy with teddy bear,99247.jpg,0
 Wassily Kandinsky,1903,portrait,Post-Impressionism,Gabriele Munter painting,99250.jpg,0
Stefan Dimitrescu,1927.0,portrait,Post-Impressionism,Margareta Drawing (Girl of the Author),99259.jpg,0
Kuzma Petrov-Vodkin,1922,portrait,Symbolism,Portrait of N.L.,99272.jpg,0
Zinaida Serebriakova,1917,portrait,Art Nouveau (Modern),Eugene (Portrait of the artist's son) ,99287.jpg,1
Augustus John,1930.0,portrait,Post-Impressionism,Eileen Hawthorne,99301.jpg,0
Francis Picabia,1936,portrait,Expressionism,Face of a Woman,99327.jpg,0
James McNeill Whistler,1903,portrait,Impressionism,Portrait of George W. Vanderbilt,99387.jpg,0
Amedeo Modigliani,1916,portrait,Expressionism,Portrait of Beatrice Hastings,9943.jpg,0
John Singer Sargent,1917,portrait,Realism,Portrait of Daniel J. Nolan,99453.jpg,0
Marc Chagall,1910,portrait,Expressionism,Woman with a Bouquet,99456.jpg,0
Mario Tozzi,1976,portrait,,Volto Misterioso,99460.jpg,0
Gustav Klimt,1901,portrait,Symbolism,Portrait of Rose von Rosthorn-Friedmann,99539.jpg,0
Zinaida Serebriakova,1939,portrait,Expressionism,Portrait of Countess Rosario Zubova ,99554.jpg,1
Lucian Freud,1947,portrait,Expressionism,Girl in a Dark Jacket,99573.jpg,0
Salvador Dali,1960,portrait,Surrealism,Portrait of Mrs. Fagen,99590.jpg,0
Zinaida Serebriakova,1909,portrait,Art Nouveau (Modern),Portrait of E.M. Eygelya ,9960.jpg,1
Eugeniusz Żak,1924.0,portrait,Post-Impressionism,Fisherman,99607.jpg,0
Nicolae Vermont,1928.0,portrait,Realism,Thinking,99621.jpg,0
Robert Henri,1917.0,portrait,American Realism,"Maria, (Lucinda) ",99624.jpg,0
Hans Hofmann,1935,portrait,Fauvism,Japanese Girl,99677.jpg,0
Lucian Freud,1997,portrait,Expressionism,Isaiah Berlin,99727.jpg,0
Andy Warhol,1987,portrait,Pop Art,Beethoven,99743.jpg,0
Laura Knight,1938.0,portrait,Impressionism,Romany Belles,99753.jpg,1
